County,Year,Gender,Level,Enrollment
Elgeyo Marakwet,2014,male,primary,7175
Murang'a,2016,female,secondary,9556
Mandera,2017,female,primary,8320
Tharaka-Nithi,2013,female,primary,9206
Kitui,2011,male,primary,9991
Mombasa,2014,male,primary,6812
Kitui,2020,female,primary,7519
Embu,2019,female,secondary,4612
Homa Bay,2013,male,primary,9710
Elgeyo Marakwet,2021,male,secondary,5238
Nakuru,2021,male,primary,6089
Nakuru,2014,male,secondary,6257
Samburu,2012,female,secondary,7705
Kajiado,2019,female,primary,3719
Tana River,2012,male,primary,302
Wajir,2014,female,primary,986
Machakos,2013,female,primary,4440
Mombasa,2021,female,primary,4909
Kakamega,2020,female,secondary,3072
Elgeyo Marakwet,2020,female,primary,3124
Homa Bay,2013,female,secondary,9519
Siaya,2012,male,secondary,8125
Garissa,2019,female,primary,4033
Marsabit,2018,male,secondary,5105
Elgeyo Marakwet,2019,female,primary,703
Embu,2017,male,secondary,8133
Bungoma,2012,female,secondary,574
Nyeri,2019,male,secondary,5704
Kericho,2017,male,secondary,7848
Machakos,2018,female,primary,6924
Bomet,2020,male,secondary,3828
Migori,2010,female,primary,3230
Kajiado,2013,female,primary,488
Kitui,2016,female,primary,7114
Kisumu,2019,female,primary,9539
Tharaka-Nithi,2013,male,primary,3173
Machakos,2010,male,primary,1667
Makueni,2010,male,secondary,9829
Kericho,2013,male,primary,4114
Murang'a,2013,male,secondary,3553
Nairobi,2014,female,secondary,7761
West Pokot,2014,male,primary,1000
Embu,2010,male,secondary,9042
Kilifi,2013,female,secondary,1388
West Pokot,2018,female,secondary,5450
Isiolo,2014,female,primary,3712
Garissa,2016,male,primary,1367
Tana River,2012,female,secondary,8189
Busia,2011,male,secondary,9013
West Pokot,2013,male,secondary,454
Isiolo,2016,female,secondary,9816
Bungoma,2010,male,primary,2772
Narok,2019,male,primary,3726
Garissa,2018,female,secondary,7232
Nakuru,2021,female,secondary,4806
Elgeyo Marakwet,2014,female,secondary,2190
Garissa,2020,female,secondary,9108
Elgeyo Marakwet,2019,male,primary,2875
Elgeyo Marakwet,2016,male,primary,5592
Taita Taveta,2011,female,secondary,1440
Narok,2019,male,secondary,8927
Garissa,2011,female,secondary,6059
Machakos,2014,female,primary,7117
Lamu,2014,male,primary,9153
Isiolo,2015,female,primary,2989
Elgeyo Marakwet,2010,male,primary,9218
Kirinyaga,2014,male,primary,6228
Kitui,2010,female,primary,6471
Tana River,2015,female,secondary,2863
Kilifi,2012,male,primary,1177
Samburu,2019,female,secondary,4760
Kilifi,2013,male,secondary,11
Elgeyo Marakwet,2014,female,secondary,4399
Elgeyo Marakwet,2013,female,primary,8234
Busia,2020,female,primary,9135
West Pokot,2020,female,primary,5445
Bungoma,2012,male,secondary,6570
Garissa,2020,female,primary,9196
Lamu,2011,female,primary,8212
Kiambu,2012,female,primary,406
Kisumu,2013,male,primary,9206
Mombasa,2017,male,secondary,4431
Trans Nzoia,2017,female,primary,5243
Vihiga,2014,male,primary,6542
Bomet,2013,male,secondary,8906
Homa Bay,2013,male,secondary,4146
Laikipia,2022,female,secondary,140
Kilifi,2011,female,primary,4882
Homa Bay,2021,female,primary,6012
Vihiga,2018,male,primary,963
Samburu,2013,female,secondary,7151
Vihiga,2019,male,secondary,8564
Kericho,2012,male,secondary,3610
Turkana,2021,male,secondary,9884
Mandera,2016,male,secondary,6894
Wajir,2022,female,primary,7311
Kilifi,2014,male,secondary,105
Uasin Gishu,2019,male,primary,5539
Homa Bay,2013,male,primary,9873
Nyeri,2022,female,secondary,6787
Laikipia,2011,female,primary,4445
Siaya,2010,male,primary,3530
Marsabit,2021,female,primary,1286
Lamu,2017,female,primary,7052
Migori,2022,male,secondary,3654
Taita Taveta,2016,male,secondary,7102
Kericho,2016,male,secondary,2359
Mombasa,2016,female,secondary,8105
Nairobi,2016,male,primary,8636
Taita Taveta,2014,male,primary,6441
Lamu,2010,female,secondary,5047
Garissa,2020,female,secondary,8227
Kiambu,2012,male,primary,5203
Kisumu,2015,male,primary,9667
Kajiado,2017,female,secondary,1798
Tana River,2017,female,secondary,9600
Marsabit,2021,male,primary,5291
Mombasa,2018,female,secondary,5495
Marsabit,2019,male,secondary,9900
Vihiga,2020,female,primary,6284
Garissa,2014,male,secondary,7285
Mandera,2010,female,secondary,1300
Kericho,2021,female,primary,6869
Kakamega,2021,female,primary,9435
Kakamega,2022,male,primary,3097
Kitui,2014,female,secondary,4616
Tharaka-Nithi,2012,male,primary,9
Vihiga,2020,male,primary,5752
Mandera,2011,female,secondary,9852
Laikipia,2019,male,primary,6295
Laikipia,2021,female,primary,4815
Narok,2017,male,primary,1072
Samburu,2013,male,primary,3225
Kajiado,2012,male,secondary,1316
Nyeri,2017,female,secondary,5699
Machakos,2011,female,primary,6807
Kiambu,2022,female,primary,6674
Nyeri,2020,male,secondary,3683
Kakamega,2013,male,secondary,7227
Wajir,2012,male,primary,3273
Nairobi,2016,female,primary,7000
Trans Nzoia,2018,female,secondary,145
Kitui,2019,male,secondary,5010
Bungoma,2012,male,secondary,3040
Turkana,2018,male,secondary,9654
Mandera,2013,male,secondary,9776
Laikipia,2013,female,primary,482
Kitui,2018,male,secondary,3179
Mandera,2013,female,primary,1249
Kirinyaga,2017,female,secondary,630
Murang'a,2022,female,secondary,2852
Uasin Gishu,2014,female,primary,987
Kiambu,2021,female,secondary,7622
Nairobi,2010,female,primary,7327
Murang'a,2011,female,primary,9738
Garissa,2013,male,secondary,8841
Kiambu,2013,male,primary,9160
Elgeyo Marakwet,2019,female,secondary,1100
Kakamega,2011,male,secondary,6652
Kiambu,2013,male,secondary,8632
 ,2022,male,primary,5016
Samburu,2013,female,secondary,769
Elgeyo Marakwet,2010,female,primary,1343
Migori,2020,female,secondary,4358
Tana River,2015,male,secondary,9769
Murang'a,2013,male,primary,6780
Meru,2019,female,primary,6602
 ,2022,male,primary,2349
Machakos,2015,female,secondary,5699
Bomet,2019,female,secondary,1241
Elgeyo Marakwet,2019,female,primary,1125
Nyandarua,2019,female,primary,9382
Homa Bay,2013,male,secondary,6764
Wajir,2021,male,primary,5101
Garissa,2022,female,secondary,7843
West Pokot,2012,female,primary,72
Tharaka-Nithi,2018,male,secondary,5472
Taita Taveta,2014,female,secondary,5189
Kirinyaga,2010,female,secondary,2472
Uasin Gishu,2021,female,primary,707
Makueni,2017,male,secondary,1804
Tana River,2019,female,secondary,6704
Kiambu,2014,male,primary,3713
Elgeyo Marakwet,2020,female,primary,5051
Kericho,2019,female,primary,2475
Kisumu,2022,female,secondary,3610
Narok,2014,female,primary,4255
Nairobi,2016,male,secondary,1735
Homa Bay,2014,female,secondary,9777
Isiolo,2018,female,secondary,8258
Nakuru,2016,male,primary,7979
Embu,2011,female,secondary,2428
Kiambu,2020,female,primary,7426
Homa Bay,2020,female,secondary,8533
Samburu,2016,female,secondary,5249
Trans Nzoia,2015,female,secondary,5291
Taita Taveta,2012,male,primary,2817
Nyandarua,2016,female,primary,9424
Kitui,2013,male,secondary,3874
Meru,2013,female,primary,9686
Nairobi,2016,male,primary,4211
Nairobi,2014,male,primary,661
Taita Taveta,2021,male,secondary,3374
Bungoma,2019,female,secondary,9208
Murang'a,2013,female,primary,207
Mombasa,2022,male,primary,2665
West Pokot,2021,male,primary,2493
Garissa,2015,female,secondary,6813
Vihiga,2014,male,secondary,632
Wajir,2011,female,primary,3083
Migori,2010,female,primary,3719
Kitui,2018,male,primary,7123
Kitui,2019,female,secondary,1679
Mombasa,2022,female,primary,236
Makueni,2016,male,primary,7446
Marsabit,2017,male,primary,4443
Trans Nzoia,2015,female,primary,6770
Kisumu,2018,male,primary,9732
Laikipia,2020,female,secondary,8555
Mombasa,2017,female,secondary,2368
Homa Bay,2010,female,primary,285
Kakamega,2016,female,primary,148
Kisumu,2019,male,primary,4037
Kajiado,2018,male,primary,6549
Kajiado,2011,male,primary,7121
Bungoma,2020,female,secondary,9958
Nyeri,2013,male,primary,4895
Murang'a,2021,male,primary,5280
Samburu,2017,male,primary,1012
Elgeyo Marakwet,2020,female,primary,9715
Laikipia,2021,female,secondary,2785
Narok,2010,female,primary,3725
Kisumu,2011,female,secondary,5782
Bungoma,2013,male,secondary,6257
Nakuru,2011,female,secondary,9793
Meru,2022,female,secondary,2408
Isiolo,2015,female,primary,340
Kitui,2010,female,primary,2817
West Pokot,2010,female,secondary,9917
Homa Bay,2012,female,secondary,7574
Marsabit,2020,female,primary,3267
Lamu,2021,male,primary,4406
Bungoma,2012,male,secondary,8453
Siaya,2012,male,primary,1442
Homa Bay,2015,male,primary,8597
Kiambu,2019,female,primary,4437
Kirinyaga,2011,female,primary,5435
Laikipia,2013,male,primary,8435
Uasin Gishu,2010,male,primary,4107
Kajiado,2014,female,primary,560
Nyeri,2020,male,primary,8785
Narok,2010,female,secondary,5548
Kilifi,2020,female,primary,1826
Bomet,2011,male,primary,3138
Laikipia,2019,male,secondary,7693
Isiolo,2015,male,secondary,8264
Marsabit,2017,male,secondary,7842
Nairobi,2014,male,primary,6721
Lamu,2014,female,secondary,7002
Kericho,2012,male,primary,4225
Kakamega,2019,female,primary,2978
Samburu,2010,female,secondary,7373
Kajiado,2012,male,primary,5907
Kakamega,2017,female,primary,6097
Kilifi,2017,male,primary,5656
Migori,2013,male,secondary,8984
Machakos,2014,female,primary,4259
West Pokot,2011,male,secondary,8286
Siaya,2012,female,secondary,5901
Kajiado,2022,female,secondary,9325
Busia,2017,female,secondary,4917
Homa Bay,2015,male,secondary,8429
Bomet,2013,male,primary,2530
Embu,2022,male,primary,1960
Mandera,2015,female,secondary,7045
Nairobi,2013,female,primary,1048
Vihiga,2015,female,secondary,5772
Kericho,2019,male,secondary,2964
Samburu,2021,male,secondary,7137
Kajiado,2016,male,secondary,963
Tharaka-Nithi,2010,male,secondary,536
Nakuru,2018,female,secondary,7340
Siaya,2014,male,secondary,7179
Nairobi,2014,male,primary,7967
Kericho,2022,female,secondary,8734
Embu,2015,male,primary,845
Isiolo,2014,female,primary,5777
Siaya,2017,male,primary,3036
Lamu,2019,female,primary,5947
Kitui,2014,male,secondary,2494
Machakos,2021,male,secondary,4349
Embu,2016,female,primary,5179
Marsabit,2011,female,primary,6610
Wajir,2019,male,secondary,6430
Siaya,2014,male,primary,7154
Marsabit,2021,male,secondary,4737
Uasin Gishu,2012,female,secondary,6525
Kisumu,2022,male,secondary,3850
Marsabit,2015,female,secondary,689
Elgeyo Marakwet,2014,female,secondary,5175
Homa Bay,2010,female,primary,8648
Samburu,2019,female,primary,5078
Nyandarua,2016,male,primary,5448
Turkana,2010,male,secondary,1179
Migori,2017,female,secondary,9074
Kajiado,2012,male,secondary,6406
Uasin Gishu,2010,female,secondary,8591
Tharaka-Nithi,2018,male,secondary,6907
Narok,2020,male,secondary,8800
 ,2022,female,secondary,1638
Narok,2017,female,secondary,5671
Laikipia,2019,female,primary,6928
Kitui,2021,female,secondary,1382
Wajir,2012,female,secondary,1403
Turkana,2017,female,primary,9011
Nakuru,2019,female,secondary,3292
Kajiado,2017,female,secondary,9011
Mombasa,2019,male,secondary,419
Wajir,2015,female,primary,4517
Bungoma,2017,male,secondary,7857
Vihiga,2021,female,secondary,9700
Kakamega,2010,male,secondary,7870
West Pokot,2014,male,secondary,5693
Meru,2022,male,primary,767
Trans Nzoia,2018,female,secondary,2044
Kilifi,2021,male,secondary,9956
Bomet,2022,female,secondary,6140
Makueni,2021,female,primary,4481
Meru,2022,male,secondary,7898
Murang'a,2014,male,primary,6548
Machakos,2010,female,secondary,2293
Bungoma,2013,male,secondary,4837
Lamu,2016,male,secondary,7758
Machakos,2015,female,primary,6793
Mombasa,2013,male,secondary,7638
Kitui,2019,female,primary,7993
Embu,2021,male,secondary,6007
Kisumu,2017,female,secondary,5542
Bomet,2020,female,secondary,9092
Mombasa,2019,female,secondary,6356
Nakuru,2012,female,secondary,8433
Kajiado,2012,female,secondary,7380
Laikipia,2010,female,primary,2385
Mandera,2011,male,primary,4268
Kitui,2012,female,primary,671
Homa Bay,2017,male,secondary,163
Kisumu,2018,male,secondary,8656
Mandera,2021,male,secondary,4592
Kilifi,2016,female,primary,4795
Trans Nzoia,2012,male,secondary,4798
Mombasa,2012,male,secondary,6036
West Pokot,2014,female,secondary,2355
Bungoma,2012,female,primary,5887
Tana River,2017,male,primary,7961
Mombasa,2019,female,primary,5827
Embu,2012,female,primary,8737
Samburu,2020,female,primary,4719
Trans Nzoia,2018,male,primary,593
Embu,2014,male,secondary,4839
Lamu,2012,female,primary,7394
Nairobi,2018,male,primary,9651
Lamu,2013,male,secondary,3493
Migori,2016,female,primary,6164
Machakos,2022,female,primary,2672
Trans Nzoia,2011,male,secondary,4200
Kiambu,2010,male,primary,16
Narok,2021,female,primary,3191
Garissa,2021,male,primary,392
Kisumu,2021,female,secondary,6272
Trans Nzoia,2012,male,secondary,571
Busia,2020,male,primary,3631
Narok,2016,female,primary,6172
Isiolo,2015,female,primary,9312
Elgeyo Marakwet,2019,female,secondary,7177
Busia,2015,male,primary,8433
Busia,2020,female,primary,3897
Kitui,2017,male,secondary,8123
Kericho,2021,male,secondary,2279
Narok,2019,female,primary,8980
Migori,2022,male,primary,7451
Embu,2020,male,secondary,8906
Wajir,2017,male,primary,775
Siaya,2014,female,secondary,6869
Trans Nzoia,2020,male,primary,2247
Nyandarua,2010,female,secondary,7088
Narok,2022,female,primary,78
Kiambu,2010,male,primary,8080
Bomet,2018,female,secondary,7099
Tana River,2021,female,secondary,3926
Samburu,2011,female,primary,9047
Trans Nzoia,2015,male,secondary,7083
Mandera,2019,male,secondary,6230
Meru,2011,female,secondary,9223
Kitui,2022,male,secondary,4940
Narok,2012,male,secondary,3271
Nyandarua,2011,male,primary,3456
Makueni,2013,male,primary,7788
Kilifi,2020,male,primary,8599
Lamu,2013,male,primary,7650
Kitui,2018,female,secondary,2711
Trans Nzoia,2013,female,primary,1668
Kilifi,2013,female,secondary,147
Nakuru,2022,male,primary,6420
Taita Taveta,2010,male,secondary,365
Marsabit,2015,male,primary,9866
Elgeyo Marakwet,2022,male,primary,4531
Migori,2012,female,primary,5330
Siaya,2016,male,primary,5510
Elgeyo Marakwet,2020,male,secondary,8754
Kilifi,2015,male,primary,8964
Makueni,2010,female,secondary,6493
Garissa,2013,male,primary,5439
West Pokot,2013,female,primary,6511
Samburu,2022,female,secondary,7504
Kitui,2017,female,secondary,1246
Kericho,2010,male,secondary,3839
Kilifi,2014,female,secondary,8551
Nyeri,2019,male,secondary,2376
Trans Nzoia,2012,male,secondary,3009
Nairobi,2016,male,primary,9154
Isiolo,2019,female,secondary,1827
West Pokot,2017,female,primary,6979
Kiambu,2019,female,secondary,9805
Embu,2020,female,secondary,9832
Nairobi,2011,female,secondary,8569
Machakos,2022,female,primary,4285
Migori,2011,female,secondary,6910
Marsabit,2016,female,primary,8561
Makueni,2021,female,secondary,2196
Bomet,2022,female,secondary,3747
Nyeri,2020,female,secondary,8843
Kajiado,2018,female,primary,5978
Kirinyaga,2020,female,secondary,5607
Turkana,2020,female,secondary,769
Isiolo,2013,female,secondary,780
Garissa,2013,female,secondary,9908
Tharaka-Nithi,2018,male,secondary,6303
Trans Nzoia,2022,female,primary,9503
Busia,2021,female,secondary,8714
Tharaka-Nithi,2011,female,primary,521
Marsabit,2010,male,secondary,9127
Elgeyo Marakwet,2017,male,primary,7569
Migori,2011,male,secondary,5784
Busia,2011,female,primary,4583
Turkana,2011,female,secondary,5946
Kitui,2014,female,primary,4941
Vihiga,2020,female,primary,6267
Kajiado,2019,male,secondary,2461
Wajir,2018,female,secondary,685
Kilifi,2021,male,primary,2160
Nyandarua,2013,male,primary,7031
Bungoma,2020,male,primary,9759
Murang'a,2014,female,primary,5341
Lamu,2020,female,secondary,38
Elgeyo Marakwet,2021,female,secondary,4875
Kiambu,2015,female,primary,1256
Kajiado,2015,male,secondary,7697
Bungoma,2012,female,primary,2196
Samburu,2014,male,primary,7165
Homa Bay,2013,male,secondary,301
West Pokot,2020,male,primary,7527
Taita Taveta,2018,male,primary,6381
Taita Taveta,2011,male,secondary,646
Samburu,2015,male,secondary,9951
Trans Nzoia,2011,male,primary,8789
Trans Nzoia,2012,female,primary,8853
Taita Taveta,2017,female,secondary,4330
Mombasa,2014,female,secondary,9560
Meru,2010,male,secondary,7003
Garissa,2015,male,secondary,3537
Busia,2014,male,secondary,4558
Elgeyo Marakwet,2011,female,primary,6579
Wajir,2021,male,secondary,8474
Kajiado,2014,female,secondary,9678
Kilifi,2018,female,secondary,4082
Kisumu,2011,female,secondary,4183
Lamu,2015,male,secondary,8652
West Pokot,2021,female,secondary,3754
Kakamega,2022,male,primary,1724
Narok,2018,female,primary,1376
Kirinyaga,2013,male,secondary,8706
Kisumu,2020,female,secondary,8894
Garissa,2012,female,primary,1653
Murang'a,2020,male,primary,2066
Elgeyo Marakwet,2015,male,secondary,22
West Pokot,2018,male,secondary,2460
Kakamega,2011,male,primary,5926
Machakos,2016,female,secondary,6251
Isiolo,2019,female,secondary,9496
Migori,2012,male,secondary,7295
Kiambu,2020,female,primary,3300
Meru,2010,female,primary,6279
Narok,2012,female,secondary,8553
Kajiado,2015,male,primary,7353
Homa Bay,2022,male,secondary,3727
Turkana,2017,female,primary,6272
 ,2010,male,secondary,5995
Trans Nzoia,2020,male,primary,9476
Garissa,2011,male,secondary,514
Mandera,2013,female,secondary,448
Narok,2011,male,primary,6019
Bomet,2020,female,secondary,5343
Nyeri,2010,male,primary,8033
Samburu,2013,male,primary,2520
Busia,2018,female,primary,3081
Mombasa,2010,female,secondary,1428
Vihiga,2018,male,primary,3967
Migori,2016,female,primary,6445
 ,2014,female,secondary,9114
Busia,2017,female,secondary,2159
Kericho,2010,male,primary,5132
Nyandarua,2017,male,primary,2547
 ,2018,male,primary,2979
Kirinyaga,2012,male,secondary,2649
Machakos,2021,male,secondary,8505
Elgeyo Marakwet,2021,male,primary,3083
Mombasa,2021,male,secondary,1037
Nairobi,2019,female,primary,3489
Trans Nzoia,2016,female,primary,7604
 ,2013,male,secondary,7544
Siaya,2016,female,secondary,2634
Migori,2022,male,secondary,3983
Nairobi,2013,female,primary,1778
Kakamega,2021,male,primary,7902
Migori,2016,male,primary,5110
Turkana,2010,male,primary,5189
Wajir,2022,male,primary,7378
Tana River,2019,male,secondary,1124
Kericho,2018,male,primary,697
Embu,2013,female,primary,2179
Kakamega,2017,female,secondary,9596
Kilifi,2022,male,secondary,5251
Nakuru,2020,male,primary,9235
Garissa,2010,male,secondary,1929
Kisumu,2015,male,primary,1013
Nakuru,2019,male,secondary,226
Mombasa,2019,male,secondary,1828
West Pokot,2019,male,primary,7909
Murang'a,2015,male,primary,5588
Kericho,2018,female,primary,2023
Meru,2014,female,primary,4966
Nairobi,2019,female,secondary,5891
Turkana,2019,female,primary,1080
Wajir,2020,female,secondary,5036
Kiambu,2013,male,primary,3292
Busia,2015,female,primary,3586
Turkana,2019,male,secondary,4431
Nyeri,2018,female,primary,6841
Kericho,2015,male,primary,6643
Narok,2016,female,secondary,3959
Garissa,2018,male,secondary,161
Makueni,2012,male,secondary,593
Embu,2017,male,primary,3390
West Pokot,2022,female,primary,6354
Isiolo,2018,male,secondary,663
Samburu,2012,male,secondary,9324
Isiolo,2012,female,secondary,541
West Pokot,2010,female,primary,5433
Embu,2015,female,primary,867
Mandera,2012,male,primary,8623
Garissa,2018,female,primary,5469
Migori,2022,female,secondary,6256
Kisumu,2014,female,primary,9398
Kitui,2010,male,primary,1169
Kajiado,2012,male,secondary,830
Kitui,2010,male,secondary,1651
Vihiga,2021,male,secondary,1136
West Pokot,2016,male,primary,2810
Migori,2011,female,primary,8667
Nairobi,2012,female,primary,9518
Tharaka-Nithi,2017,male,primary,1019
Murang'a,2014,female,primary,5237
Samburu,2019,female,primary,1283
Kitui,2022,male,secondary,659
Marsabit,2017,female,secondary,2010
Busia,2019,male,primary,8590
Elgeyo Marakwet,2018,female,secondary,1733
Migori,2021,female,primary,2125
Busia,2018,male,secondary,2171
Machakos,2022,male,secondary,8266
Taita Taveta,2013,female,primary,3471
Kericho,2016,female,secondary,9028
Trans Nzoia,2013,female,secondary,5624
Vihiga,2019,male,primary,8691
Taita Taveta,2011,male,primary,8329
Makueni,2022,female,primary,2097
Nyeri,2013,male,primary,5068
Kirinyaga,2012,male,secondary,6397
Meru,2018,female,primary,2757
Samburu,2015,female,secondary,3920
Taita Taveta,2011,male,primary,8186
Kitui,2019,female,primary,1900
Taita Taveta,2018,male,secondary,2610
Kakamega,2011,female,primary,6900
Garissa,2015,female,primary,1449
Tana River,2015,male,primary,8738
Nakuru,2015,male,primary,5017
Vihiga,2011,female,secondary,7999
Uasin Gishu,2022,female,secondary,6052
Nyeri,2013,male,primary,2096
Homa Bay,2011,male,primary,8895
Uasin Gishu,2019,male,primary,6404
Kericho,2021,male,secondary,9817
Uasin Gishu,2018,male,primary,3331
Homa Bay,2020,female,primary,5105
Narok,2019,male,primary,2978
 ,2012,female,primary,2839
Homa Bay,2015,female,primary,3384
Taita Taveta,2021,male,primary,685
Kilifi,2011,male,primary,7531
Trans Nzoia,2014,female,secondary,4283
Vihiga,2016,female,primary,7736
Isiolo,2012,female,primary,7710
Uasin Gishu,2021,male,primary,1619
Mombasa,2021,female,secondary,6868
Turkana,2016,male,secondary,1431
Kiambu,2012,female,secondary,9067
Kajiado,2021,female,secondary,4713
Taita Taveta,2016,female,secondary,9557
Narok,2022,female,primary,9435
Bomet,2020,male,primary,4998
Tharaka-Nithi,2012,female,secondary,162
Nairobi,2012,female,secondary,1974
Isiolo,2011,male,secondary,3291
Isiolo,2010,male,primary,8461
Homa Bay,2012,female,primary,905
Bungoma,2020,male,primary,2014
Nyeri,2012,male,primary,9833
Narok,2013,male,secondary,7896
Nyandarua,2013,male,secondary,204
Elgeyo Marakwet,2017,female,primary,581
Migori,2010,male,primary,5675
Makueni,2013,female,primary,9032
Nakuru,2016,female,secondary,5347
Makueni,2021,male,primary,9911
Meru,2019,female,primary,2643
Embu,2015,male,primary,8017
Murang'a,2013,female,primary,2297
Narok,2015,female,primary,874
Busia,2016,male,primary,5560
Uasin Gishu,2016,male,primary,689
Samburu,2010,male,primary,4000
Uasin Gishu,2022,female,secondary,9614
Tana River,2011,female,primary,671
Meru,2016,female,primary,7927
Kirinyaga,2015,male,primary,1171
Kisumu,2021,female,secondary,5591
Bomet,2016,male,secondary,9135
Migori,2014,female,secondary,6342
Samburu,2017,female,secondary,1449
Bomet,2016,male,secondary,2539
Nyeri,2014,male,primary,3959
Mombasa,2016,female,secondary,6285
Garissa,2021,male,primary,5432
Homa Bay,2018,male,secondary,4260
Kisumu,2021,male,secondary,2361
Migori,2020,male,secondary,6164
Embu,2018,female,primary,3670
Uasin Gishu,2020,female,secondary,1753
Mandera,2010,male,primary,8100
Nyandarua,2016,female,primary,8562
Busia,2012,male,primary,5976
Marsabit,2021,male,primary,6588
Isiolo,2020,male,primary,6304
Marsabit,2016,male,primary,7345
Tharaka-Nithi,2016,female,primary,7875
Kisumu,2015,female,secondary,9086
Kisumu,2013,male,secondary,6633
Kajiado,2022,female,primary,597
Laikipia,2022,female,primary,3062
Kakamega,2022,male,primary,2336
Embu,2019,female,secondary,9879
Nakuru,2010,female,secondary,572
Embu,2015,female,primary,7521
Mombasa,2017,male,primary,6171
Vihiga,2012,female,secondary,7097
Kiambu,2015,female,primary,2090
Mombasa,2016,female,secondary,6566
Isiolo,2014,male,primary,4624
Kirinyaga,2010,female,primary,1633
Kiambu,2022,male,secondary,1517
Busia,2017,male,primary,1537
Uasin Gishu,2022,female,secondary,3137
Nairobi,2016,male,primary,6985
Laikipia,2010,female,secondary,97
West Pokot,2011,male,primary,3750
Kajiado,2016,male,secondary,8535
Kajiado,2015,female,secondary,8174
Nakuru,2014,female,secondary,8103
Turkana,2010,female,secondary,5413
Samburu,2012,female,primary,4666
 ,2013,male,secondary,610
Tana River,2022,male,secondary,1854
Marsabit,2016,male,primary,5055
Murang'a,2021,male,secondary,2324
Marsabit,2018,male,primary,9369
Uasin Gishu,2019,male,primary,9283
Taita Taveta,2022,male,secondary,5774
Marsabit,2022,female,secondary,6519
Taita Taveta,2014,male,secondary,1749
Taita Taveta,2015,male,secondary,781
Elgeyo Marakwet,2021,male,secondary,7548
Siaya,2012,male,secondary,6823
Kiambu,2017,female,primary,2105
Elgeyo Marakwet,2020,male,primary,3867
Nairobi,2017,male,primary,7193
Uasin Gishu,2020,female,primary,2113
Kakamega,2016,male,secondary,5879
Mombasa,2020,male,primary,3970
Uasin Gishu,2011,female,primary,9259
Elgeyo Marakwet,2017,female,primary,7264
Turkana,2022,female,primary,1577
Makueni,2020,female,primary,9203
Laikipia,2011,male,primary,2274
Nairobi,2010,female,secondary,4869
Busia,2012,male,secondary,6744
Mandera,2021,male,primary,2426
Lamu,2022,male,primary,5546
Migori,2016,female,primary,2551
Bomet,2012,female,primary,6411
Kisumu,2017,male,primary,7
Kirinyaga,2011,female,secondary,8087
Meru,2012,female,primary,2555
Vihiga,2011,male,secondary,475
Wajir,2018,female,secondary,5416
Garissa,2016,female,secondary,8676
Trans Nzoia,2017,female,primary,7239
Meru,2018,female,primary,6710
Isiolo,2018,female,secondary,5000
Taita Taveta,2020,male,secondary,8078
Nakuru,2013,male,primary,6063
Bungoma,2014,male,secondary,2285
Bungoma,2012,male,secondary,5223
Kitui,2021,male,primary,6971
Kisumu,2011,male,primary,3525
Bungoma,2016,male,secondary,2822
Meru,2014,female,secondary,4943
Marsabit,2020,male,secondary,6530
Makueni,2018,female,secondary,258
Kilifi,2017,female,secondary,282
Narok,2015,male,primary,1898
Taita Taveta,2014,female,secondary,4135
Kilifi,2015,female,primary,6629
Embu,2011,male,secondary,3200
Murang'a,2019,female,primary,5110
Tana River,2019,female,secondary,7167
Isiolo,2017,male,primary,612
Busia,2010,female,secondary,687
Nyeri,2022,female,primary,3690
Lamu,2011,male,secondary,8804
Nakuru,2022,female,secondary,2307
Migori,2018,female,primary,7133
Kiambu,2020,male,primary,6509
Migori,2020,male,primary,9973
Nairobi,2017,female,primary,5906
Uasin Gishu,2017,female,primary,2591
Nairobi,2019,female,primary,7183
Homa Bay,2020,male,secondary,5248
Siaya,2012,female,primary,8766
Kakamega,2015,male,primary,5108
Siaya,2018,male,secondary,3604
Bungoma,2018,female,secondary,669
Nairobi,2022,male,secondary,4364
Makueni,2012,male,primary,1283
Bungoma,2016,male,secondary,923
Meru,2011,male,primary,1125
Samburu,2013,female,secondary,1529
Kajiado,2014,female,secondary,9786
Kajiado,2019,female,primary,8438
Kirinyaga,2019,male,primary,3711
Turkana,2017,female,primary,8004
Nyandarua,2022,female,primary,9752
 ,2016,female,secondary,6274
Busia,2019,male,secondary,3864
Kakamega,2013,male,primary,7833
Nyandarua,2015,female,primary,6788
Kajiado,2011,male,secondary,226
Kitui,2022,male,primary,264
Tana River,2019,male,primary,9587
Tana River,2021,male,secondary,645
Busia,2017,female,secondary,5569
Isiolo,2015,female,primary,2990
Elgeyo Marakwet,2017,female,primary,2504
Nairobi,2022,male,secondary,587
Bungoma,2016,female,secondary,4079
Kisumu,2022,male,secondary,6299
Isiolo,2021,female,secondary,3831
 ,2016,male,secondary,9433
Embu,2017,male,secondary,8381
Taita Taveta,2015,male,primary,9172
Nyandarua,2021,male,secondary,9890
Machakos,2021,female,secondary,1715
Nairobi,2020,male,primary,6450
Garissa,2017,female,secondary,5433
Taita Taveta,2014,male,secondary,1098
Kericho,2014,male,secondary,7096
Mombasa,2012,male,primary,2326
Turkana,2022,male,primary,9087
Tana River,2013,female,primary,6416
Laikipia,2016,male,primary,6980
Kiambu,2012,male,primary,6763
Migori,2019,female,primary,1674
Kakamega,2021,female,secondary,7950
Makueni,2017,female,primary,9122
Marsabit,2011,male,primary,8915
